2026/08/20 19:00:34 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:34 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:35 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:35 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:35 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:36 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:36 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:00:36 [error] 423#423: *3343 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/20 19:01:15 [error] 424#424: *3345 connect() failed (111: Connection refused) while connecting to upstream, client: 172.20.0.1, server: localhost, request: "GET /version HTTP/1.1", upstream: "http://172.20.0.3:4000/version", host: "localhost"
2026/08/21 13:52:19 [error] 241#241: *22 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:19 [error] 242#242: *20 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:19 [error] 238#238: *14 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:19 [error] 239#239: *16 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 241#241: *22 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 240#240: *18 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 237#237: *1 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 238#238: *14 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 239#239: *16 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
2026/08/21 13:52:22 [error] 242#242: *20 connect() failed (113: No route to host) while connecting to upstream, client: 172.21.0.1, server: localhost, request: "GET /api/time HTTP/1.1", upstream: "http://172.21.0.3:3000/api/time", host: "localhost", referrer: "http://localhost/"
